time,email,f,m,l,,school,how,class
1112023 17:41:08,student619@gmail.com,student,stud,619,student619@gmail.comstudent619,Reitz High School,"High school counselor, Informational posters, SICTC Website, Friend and Family Member, SICTC Information Meeting at High School",Veterinary Sciences
1112023 17:25:01,student620@gmail.com,student,stud,620,student620@gmail.comstudent620,Bosse High School,"High school counselor, ",Health Science: Pre-Professional 
1112023 17:25:01,student621@gmail.com,student,stud,621,student621@gmail.comstudent621,Bosse High School,"High school counselor, ",Veterinary Sciences
1112023 17:41:08,student622@gmail.com,student,stud,622,student622@gmail.comstudent622,Reitz High School,"High school counselor, Informational posters, SICTC Website, Friend and Family Member, SICTC Information Meeting at High School",Culinary Arts
1112023 17:41:08,student623@gmail.com,student,stud,623,student623@gmail.comstudent623,Reitz High School,"High school counselor, Informational posters, SICTC Website, Friend and Family Member, SICTC Information Meeting at High School",Building Construction Technology
1112023 17:34:43,student624@gmail.com,student,stud,624,student624@gmail.comstudent624,North High School,"SICTC Website, SICTC Information Meeting at High School",Veterinary Sciences
1112023 17:32:04,student625@gmail.com,student,stud,625,student625@gmail.comstudent625,Mater Dei High School,Current SITCTC Student,Veterinary Sciences
1112023 18:19:55,student626@gmail.com,student,stud,626,student626@gmail.comstudent626,Tecumseh High School,SICTC Information Meeting at High School,Veterinary Sciences
1112023 16:59:45,student627@gmail.com,student,stud,627,student627@gmail.comstudent627,Castle High School,SICTC Information Meeting at High School,Veterinary Sciences
1112023 17:14:24,student628@gmail.com,student,stud,628,student628@gmail.comstudent628,North High School,Friend and Family Member,Veterinary Sciences
1112023 17:50:48,student629@gmail.com,student,stud,629,student629@gmail.comstudent629,Tecumseh High School,"High school counselor, Friend and Family Member",Veterinary Sciences
1112023 18:20:41,student630@gmail.com,student,stud,630,student630@gmail.comstudent630,Mater Dei High School,"High school counselor, SICTC Website, Friend and Family Member",Veterinary Sciences
1112023 17:31:25,student631@gmail.com,student,stud,631,student631@gmail.comstudent631,Tecumseh High School,SICTC Information Meeting at High School,Veterinary Sciences
1112023 17:34:40,student632@gmail.com,student,stud,632,student632@gmail.comstudent632,Mater Dei High School,Current SITCTC Student,Veterinary Sciences
1112023 17:48:58,student633@gmail.com,student,stud,633,student633@gmail.comstudent633,Home School,Family ,Veterinary Sciences
1112023 17:14:15,student634@gmail.com,student,stud,634,student634@gmail.comstudent634,North High School,Friend and Family Member,Veterinary Sciences
1112023 18:01:25,student635@gmail.com,student,stud,635,student635@gmail.comstudent635,Central High School,"High school counselor, SICTC Website, Friend and Family Member, SICTC Information Meeting at High School",Veterinary Sciences
1112023 18:33:14,student636@gmail.com,student,stud,636,student636@gmail.comstudent636,Bosse High School,High school counselor,Veterinary Sciences
1112023 18:05:52,student637@gmail.com,student,stud,637,student637@gmail.comstudent637,Central High School,High school counselor,Veterinary Sciences
1112023 17:42:28,student638@gmail.com,student,stud,638,student638@gmail.comstudent638,Reitz High School,"High school counselor, Informational posters, SICTC Website, Friend and Family Member, SICTC Information Meeting at High School",Veterinary Sciences
1112023 18:15:05,student639@gmail.com,student,stud,639,student639@gmail.comstudent639,North Posey High School,High school counselor,Veterinary Sciences
1112023 17:31:25,student640@gmail.com,student,stud,640,student640@gmail.comstudent640,Castle High School,High school counselor,Veterinary Sciences
1112023 17:58:29,student641@gmail.com,student,stud,641,student641@gmail.comstudent641,Central High School,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Veterinary Sciences
1112023 17:24:02,student642@gmail.com,student,stud,642,student642@gmail.comstudent642,Tecumseh High School,SICTC Information Meeting at High School,Veterinary Sciences
1112023 17:24:02,student643@gmail.com,student,stud,643,student643@gmail.comstudent643,Tecumseh High School,SICTC Information Meeting at High School,Health Science: Pre-Professional 
1112023 17:24:02,student644@gmail.com,student,stud,644,student644@gmail.comstudent644,Tecumseh High School,SICTC Information Meeting at High School,Culinary Arts
1112023 17:47:50,student645@gmail.com,student,stud,645,student645@gmail.comstudent645,Tecumseh High School,"High school counselor, Friend and Family Member",Veterinary Sciences
1112023 17:47:50,student646@gmail.com,student,stud,646,student646@gmail.comstudent646,Tecumseh High School,"High school counselor, Friend and Family Member",Welding Technology
1112023 17:47:50,student647@gmail.com,student,stud,647,student647@gmail.comstudent647,Tecumseh High School,"High school counselor, Friend and Family Member",Automotive Service Technology
1112023 17:51:49,student648@gmail.com,student,stud,648,student648@gmail.comstudent648,Castle High School,Friend and Family Member,Welding Technology
1112023 17:52:38,student649@gmail.com,student,stud,649,student649@gmail.comstudent649,Reitz High School,Friend and Family Member,Welding Technology
1112023 17:42:25,student650@gmail.com,student,stud,650,student650@gmail.comstudent650,Gibson Southern High School,"High school counselor, SICTC Website",Welding Technology
1112023 18:06:33,student651@gmail.com,student,stud,651,student651@gmail.comstudent651,Reitz High School,High school counselor,Welding Technology
1112023 17:47:13,student652@gmail.com,student,stud,652,student652@gmail.comstudent652,Mater Dei High School,High school counselor,Welding Technology
1112023 17:53:52,student653@gmail.com,student,stud,653,student653@gmail.comstudent653,Mater Dei High School,High school counselor,Welding Technology
1112023 17:39:59,student654@gmail.com,student,stud,654,student654@gmail.comstudent654,Castle High School,SICTC Information Meeting at High School,Welding Technology
1112023 17:24:25,student655@gmail.com,student,stud,655,student655@gmail.comstudent655,Reitz High School,"High school counselor, Friend and Family Member, SICTC Alumni",Welding Technology
1112023 17:52:26,student656@gmail.com,student,stud,656,student656@gmail.comstudent656,Tecumseh High School,High school counselor,Welding Technology
1112023 17:18:59,student657@gmail.com,student,stud,657,student657@gmail.comstudent657,Mater Dei High School,High school counselor,Welding Technology
1112023 17:23:06,student658@gmail.com,student,stud,658,student658@gmail.comstudent658,Memorial High School,High school counselor,Welding Technology
1112023 19:02:02,student659@gmail.com,student,stud,659,student659@gmail.comstudent659,North Posey High School,High school counselor,Diesel Service Technology
1112023 19:02:02,student660@gmail.com,student,stud,660,student660@gmail.comstudent660,North Posey High School,High school counselor,Welding Technology
1112023 19:02:02,student661@gmail.com,student,stud,661,student661@gmail.comstudent661,North Posey High School,High school counselor,Automotive Collision Repair Technology
1112023 17:22:52,student662@gmail.com,student,stud,662,student662@gmail.comstudent662,North Posey High School,High school counselor,Diesel Service Technology
1112023 17:45:39,student663@gmail.com,student,stud,663,student663@gmail.comstudent663,Castle High School,"SICTC Website, Friend and Family Member",HVAC-R and Energy Systems
1112023 18:00:12,student664@gmail.com,student,stud,664,student664@gmail.comstudent664,Castle High School,SICTC Information Meeting at High School,Advanced Manufacturing Technology
1112023 18:00:12,student665@gmail.com,student,stud,665,student665@gmail.comstudent665,Castle High School,SICTC Information Meeting at High School,EngineeringArchitectural Design Technology
1112023 18:00:12,student666@gmail.com,student,stud,666,student666@gmail.comstudent666,Castle High School,SICTC Information Meeting at High School,Welding Technology
1112023 17:32:06,student667@gmail.com,student,stud,667,student667@gmail.comstudent667,Castle High School,High school counselor,Welding Technology
1112023 17:31:58,student668@gmail.com,student,stud,668,student668@gmail.comstudent668,Castle High School,Grandpa and family friend,Welding Technology
1112023 18:15:26,student669@gmail.com,student,stud,669,student669@gmail.comstudent669,Boonville High School,High school counselor,Welding Technology
1112023 18:13:59,student670@gmail.com,student,stud,670,student670@gmail.comstudent670,Castle High School,Friend and Family Member,Welding Technology
1112023 17:58:20,student671@gmail.com,student,stud,671,student671@gmail.comstudent671,Evansville Christian School,"High school counselor, SICTC Website, Friend and Family Member",Welding Technology
1112023 18:28:32,student672@gmail.com,student,stud,672,student672@gmail.comstudent672,North Posey High School,Friend and Family Member,Welding Technology
1112023 18:53:25,student673@gmail.com,student,stud,673,student673@gmail.comstudent673,Castle High School,SICTC Information Meeting at High School,Welding Technology
1112023 17:39:18,student674@gmail.com,student,stud,674,student674@gmail.comstudent674,Reitz High School,"Friend and Family Member, SICTC Alumni",Welding Technology
1112023 18:36:00,student675@gmail.com,student,stud,675,student675@gmail.comstudent675,Reitz High School,"High school counselor, Current SITCTC Student",Welding Technology
1112023 17:40:12,student676@gmail.com,student,stud,676,student676@gmail.comstudent676,Reitz High School,"High school counselor, SICTC Alumni",Welding Technology
1112023 17:54:12,student677@gmail.com,student,stud,677,student677@gmail.comstudent677,Tecumseh High School,High school counselor,Welding Technology
1112023 18:29:27,student678@gmail.com,student,stud,678,student678@gmail.comstudent678,Mt. Vernon High School,Friend and Family Member,Welding Technology
1112023 17:54:12,student679@gmail.com,student,stud,679,student679@gmail.comstudent679,North High School,Friend and Family Member,Welding Technology
1112023 18:05:00,student680@gmail.com,student,stud,680,student680@gmail.comstudent680,North Posey High School,"High school counselor, SICTC Website",Welding Technology
1112023 17:21:17,student681@gmail.com,student,stud,681,student681@gmail.comstudent681,Mater Dei High School,High school counselor,Welding Technology
1112023 17:32:20,student682@gmail.com,student,stud,682,student682@gmail.comstudent682,Gibson Southern High School,"High school counselor, SICTC Website, Friend and Family Member, Current SITCTC Student, SICTC Information Meeting at High School",Welding Technology
1112023 18:34:26,student683@gmail.com,student,stud,683,student683@gmail.comstudent683,Tecumseh High School,"High school counselor, Friend and Family Member",Welding Technology
1112023 18:37:53,student684@gmail.com,student,stud,684,student684@gmail.comstudent684,Mater Dei High School,SICTC Information Meeting at High School,Welding Technology
1112023 18:19:04,student685@gmail.com,student,stud,685,student685@gmail.comstudent685,Gibson Southern High School,"Friend and Family Member, SICTC Information Meeting at High School",Welding Technology
1112023 18:37:02,student686@gmail.com,student,stud,686,student686@gmail.comstudent686,Mater Dei High School,High school counselor,Welding Technology
1112023 18:50:28,student687@gmail.com,student,stud,687,student687@gmail.comstudent687,Tecumseh High School,"High school counselor, Friend and Family Member, SICTC Alumni, SICTC Information Meeting at High School",Welding Technology
1112023 17:24:18,student688@gmail.com,student,stud,688,student688@gmail.comstudent688,Reitz High School,High school counselor,Welding Technology
1112023 18:28:02,student689@gmail.com,student,stud,689,student689@gmail.comstudent689,Castle High School,High school counselor,Welding Technology
1112023 18:28:22,student690@gmail.com,student,stud,690,student690@gmail.comstudent690,Reitz High School,,Welding Technology
1112023 17:54:06,student691@gmail.com,student,stud,691,student691@gmail.comstudent691,North High School,High school counselor,Welding Technology
1112023 18:20:32,student692@gmail.com,student,stud,692,student692@gmail.comstudent692,Memorial High School,High school counselor,Welding Technology
1112023 17:42:36,student693@gmail.com,student,stud,693,student693@gmail.comstudent693,North Posey High School,,Welding Technology
1112023 17:54:46,student694@gmail.com,student,stud,694,student694@gmail.comstudent694,Central High School,Current SITCTC Student,Welding Technology
1112023 18:34:05,student695@gmail.com,student,stud,695,student695@gmail.comstudent695,Other,New Horizon Christian Academy ,Welding Technology
1112023 18:29:09,student696@gmail.com,student,stud,696,student696@gmail.comstudent696,Reitz High School,High school counselor,Welding Technology
1112023 17:45:34,student697@gmail.com,student,stud,697,student697@gmail.comstudent697,Gibson Southern High School,"High school counselor, SICTC Website",Welding Technology
1112023 18:14:43,student698@gmail.com,student,stud,698,student698@gmail.comstudent698,Memorial High School,High school counselor,Welding Technology
1112023 18:22:24,student699@gmail.com,student,stud,699,student699@gmail.comstudent699,Memorial High School,Friend and Family Member,Welding Technology
1112023 17:54:40,student700@gmail.com,student,stud,700,student700@gmail.comstudent700,North High School,SICTC Information Meeting at High School,Welding Technology
1112023 17:37:01,student701@gmail.com,student,stud,701,student701@gmail.comstudent701,North Posey High School,High school counselor,Welding Technology
1112023 18:37:47,student702@gmail.com,student,stud,702,student702@gmail.comstudent702,Mater Dei High School,"High school counselor, SICTC Website",Welding Technology
1112023 18:58:05,student703@gmail.com,student,stud,703,student703@gmail.comstudent703,Reitz High School,Facebook,Welding Technology
1112023 18:58:57,student704@gmail.com,student,stud,704,student704@gmail.comstudent704,North High School,High school counselor,Welding Technology
1112023 18:07:57,student705@gmail.com,student,stud,705,student705@gmail.comstudent705,North High School,Friend and Family Member,Welding Technology
1112023 18:39:20,student706@gmail.com,student,stud,706,student706@gmail.comstudent706,Gibson Southern High School,High school counselor,Welding Technology
1112023 18:58:24,student707@gmail.com,student,stud,707,student707@gmail.comstudent707,Mater Dei High School,High school counselor,Welding Technology
1112023 18:20:35,student708@gmail.com,student,stud,708,student708@gmail.comstudent708,Wood Memorial High School,High school counselor,Welding Technology
1112023 18:19:32,student709@gmail.com,student,stud,709,student709@gmail.comstudent709,Gibson Southern High School,Current SITCTC Student,Welding Technology
1112023 18:14:08,student710@gmail.com,student,stud,710,student710@gmail.comstudent710,Castle High School,High school counselor,Welding Technology
1112023 18:16:45,student711@gmail.com,student,stud,711,student711@gmail.comstudent711,Tecumseh High School,High school counselor,Welding Technology
1112023 17:53:32,student712@gmail.com,student,stud,712,student712@gmail.comstudent712,Mater Dei High School,"High school counselor, Informational posters, Current SITCTC Student, SICTC Information Meeting at High School",Welding Technology
1112023 18:19:18,student713@gmail.com,student,stud,713,student713@gmail.comstudent713,Harrison High School,High school counselor,Welding Technology
1112023 17:24:53,student714@gmail.com,student,stud,714,student714@gmail.comstudent714,Memorial High School,High school counselor,Welding Technology
1112023 17:32:03,student715@gmail.com,student,stud,715,student715@gmail.comstudent715,North Posey High School,"High school counselor, Friend and Family Member",Welding Technology
1112023 17:43:08,student716@gmail.com,student,stud,716,student716@gmail.comstudent716,Castle High School,SICTC Information Meeting at High School,Welding Technology
1112023 17:24:42,student717@gmail.com,student,stud,717,student717@gmail.comstudent717,North Posey High School,"High school counselor, SICTC Website",Welding Technology
1112023 18:01:26,student718@gmail.com,student,stud,718,student718@gmail.comstudent718,North Posey High School,High school counselor,Welding Technology
1112023 18:05:42,student719@gmail.com,student,stud,719,student719@gmail.comstudent719,Reitz High School,Friend and Family Member,Welding Technology
1112023 18:05:42,student720@gmail.com,student,stud,720,student720@gmail.comstudent720,Reitz High School,Friend and Family Member,EngineeringArchitectural Design Technology
1112023 17:34:35,student721@gmail.com,student,stud,721,student721@gmail.comstudent721,Bosse High School,High school counselor,Culinary Arts
1112023 17:34:35,student722@gmail.com,student,stud,722,student722@gmail.comstudent722,Bosse High School,High school counselor,Welding Technology
1112023 17:27:57,student723@gmail.com,student,stud,723,student723@gmail.comstudent723,Mater Dei High School,Friend and Family Member,Diesel Service Technology
1112023 17:27:57,student724@gmail.com,student,stud,724,student724@gmail.comstudent724,Mater Dei High School,Friend and Family Member,Automotive Collision Repair Technology
1112023 17:27:57,student725@gmail.com,student,stud,725,student725@gmail.comstudent725,Mater Dei High School,Friend and Family Member,Welding Technology
1112023 17:34:35,student726@gmail.com,student,stud,726,student726@gmail.comstudent726,Bosse High School,High school counselor,Welding Technology
1112023 17:34:35,student727@gmail.com,student,stud,727,student727@gmail.comstudent727,Bosse High School,High school counselor,Automotive Service Technology
1122023 17:51:38,student728@gmail.com,student,stud,728,student728@gmail.comstudent728,Harrison High School,High school counselor,Welding Technology
1132023 17:51:38,student729@gmail.com,student,stud,729,student729@gmail.comstudent729,Harrison High School,High school counselor,Advanced Manufacturing Technology
1142023 17:51:38,student730@gmail.com,student,stud,730,student730@gmail.comstudent730,Harrison High School,High school counselor,Precision Machine Metalworking Technology
1112023 17:53:10,student731@gmail.com,student,stud,731,student731@gmail.comstudent731,North High School,Friend and Family Member,Electrical Technology
1122023 17:53:10,student732@gmail.com,student,stud,732,student732@gmail.comstudent732,North High School,Friend and Family Member,Welding Technology
1132023 17:53:10,student733@gmail.com,student,stud,733,student733@gmail.comstudent733,North High School,Friend and Family Member,HVAC-R and Energy Systems
1112023 17:35:08,student734@gmail.com,student,stud,734,student734@gmail.comstudent734,Reitz High School,SICTC Alumni,Diesel Service Technology
1112023 17:45:10,student735@gmail.com,student,stud,735,student735@gmail.comstudent735,North High School,High school counselor,Welding Technology
1112023 17:45:10,student736@gmail.com,student,stud,736,student736@gmail.comstudent736,North High School,High school counselor,Automotive Collision Repair Technology
1112023 17:45:10,student737@gmail.com,student,stud,737,student737@gmail.comstudent737,North High School,High school counselor,Precision Machine Metalworking Technology
1112023 17:35:08,student738@gmail.com,student,stud,738,student738@gmail.comstudent738,Reitz High School,SICTC Alumni,Precision Machine Metalworking Technology
1112023 17:35:08,student739@gmail.com,student,stud,739,student739@gmail.comstudent739,Reitz High School,SICTC Alumni,Welding Technology
1112023 17:29:53,student740@gmail.com,student,stud,740,student740@gmail.comstudent740,Gibson Southern High School,"High school counselor, SICTC Website, Friend and Family Member",Diesel Service Technology
1112023 18:05:18,student741@gmail.com,student,stud,741,student741@gmail.comstudent741,Tecumseh High School,High school counselor,Welding Technology
1112023 18:05:18,student742@gmail.com,student,stud,742,student742@gmail.comstudent742,Tecumseh High School,High school counselor,Automotive Collision Repair Technology
1112023 18:05:18,student743@gmail.com,student,stud,743,student743@gmail.comstudent743,Tecumseh High School,High school counselor,HVAC-R and Energy Systems
1112023 17:29:53,student744@gmail.com,student,stud,744,student744@gmail.comstudent744,Gibson Southern High School,"High school counselor, SICTC Website, Friend and Family Member",Welding Technology
1112023 17:29:53,student745@gmail.com,student,stud,745,student745@gmail.comstudent745,Gibson Southern High School,"High school counselor, SICTC Website, Friend and Family Member",Precision Machine Metalworking Technology
1112023 17:29:12,student746@gmail.com,student,stud,746,student746@gmail.comstudent746,Castle High School,Grandpa and family friend,Diesel Service Technology
1112023 17:29:12,student747@gmail.com,student,stud,747,student747@gmail.comstudent747,Castle High School,Grandpa and family friend,Automotive Service Technology
1112023 17:29:12,student748@gmail.com,student,stud,748,student748@gmail.comstudent748,Castle High School,Grandpa and family friend,Welding Technology
1112023 17:28:59,student749@gmail.com,student,stud,749,student749@gmail.comstudent749,North Posey High School,"High school counselor, Friend and Family Member",Welding Technology
1112023 17:28:59,student750@gmail.com,student,stud,750,student750@gmail.comstudent750,North Posey High School,"High school counselor, Friend and Family Member",Building Construction Technology
1112023 17:28:59,student751@gmail.com,student,stud,751,student751@gmail.comstudent751,North Posey High School,"High school counselor, Friend and Family Member",Electrical Technology
11/18/2023 9:34:12,student752@gmail.com,student,stud,752,Princeton High School,"SICTC Website, Friend and Family Member, Current SITCTC Student",Culinary ,
11/18/2023 9:38:46,student753@gmail.com,student,stud,753,Boonville High School,"Informational posters, SICTC Website, SICTC Information Meeting at High School","Electricity, Advanced Automotive, Machine Shop",
11/18/2023 9:41:43,student754@gmail.com,student,stud,754,Castle High School,SICTC Information Meeting at High School,Architecture ,
11/18/2023 9:44:09,student755@gmail.com,student,stud,755,Bosse High School,"High school counselor, SICTC Website, Current SITCTC Student",Veterinarian Sciences ,
11/18/2023 9:45:38,student756@gmail.com,student,stud,756,Mt. Vernon High School,SICTC Information Meeting at High School,"Diesel mechanics, collision repair, media",
11/18/2023 9:46:16,student757@gmail.com,student,stud,757,Reitz High School,High school counselor,Welding and Diesel mechanic,
11/18/2023 9:46:37,student758@gmail.com,student,stud,758,Gibson Southern High School,"High school counselor, Friend and Family Member",Health and Science: Pre-Professional ,
11/18/2023 9:49:08,student759@gmail.com,student,stud,759,Reitz High School,High school counselor,Diesel Service Technology,
11/18/2023 9:50:17,student760@gmail.com,student,stud,760,Wood Memorial High School,SICTC Information Meeting at High School,"Culinary,veterinary,automotive collision repair technology ",
11/18/2023 9:50:46,student761@gmail.com,student,stud,761,North High School,"Friend and Family Member, SICTC Information Meeting at High School",Veterinary sciences,
11/18/2023 9:50:53,student762@gmail.com,student,stud,762,Boonville High School,"SICTC Website, Friend and Family Member, SICTC Alumni, SICTC Information Meeting at High School",Cyber Security,
11/18/2023 9:50:54,student763@gmail.com,student,stud,763,Boonville High School,"High school counselor, SICTC Information Meeting at High School",welding,
11/18/2023 9:51:11,student764@gmail.com,student,stud,764,Harrison High School,"High school counselor, Informational posters, SICTC Website, SICTC Information Meeting at High School",Automotive services ,
11/18/2023 9:51:31,student765@gmail.com,student,stud,765,Harrison High School,"High school counselor, Informational posters, SICTC Information Meeting at High School",pre professional and criminal justice ,
11/18/2023 9:51:38,student766@gmail.com,student,stud,766,Reitz High School,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Criminal justice ,
11/18/2023 9:51:43,student767@gmail.com,student,stud,767,Boonville High School,"High school counselor, Informational posters, Facebook, Instagram, SICTC Website, Friend and Family Member, Current SITCTC Student",Cyber Security,
11/18/2023 9:51:55,student768@gmail.com,student,stud,768,South Spencer,High school counselor,Electrical ,
11/18/2023 9:51:58,student769@gmail.com,student,stud,769,Castle High School,"High school counselor, Informational posters, Facebook, Instagram, SICTC Website, Friend and Family Member, Current SITCTC Student, SICTC Information Meeting at High School","Diesel, Collision Repair, Automotive",
11/18/2023 9:52:03,student770@gmail.com,student,stud,770,North High School,SICTC Information Meeting at High School,electrical ,
11/18/2023 9:52:12,student771@gmail.com,student,stud,771,Reitz High School,SICTC Information Meeting at High School,Engineering/welding tech,
11/18/2023 9:52:15,student772@gmail.com,student,stud,772,Boonville High School,"High school counselor, Current SITCTC Student, SICTC Information Meeting at High School",Welding Technology,
11/18/2023 9:52:36,student773@gmail.com,student,stud,773,North Posey High School,High school counselor,Advanve manufactoring and diesel mechanics,
11/18/2023 9:53:17,student774@gmail.com,student,stud,774,Castle High School,SICTC Information Meeting at High School,Engineering/Architectural Design Technology,
11/18/2023 9:53:26,student775@gmail.com,student,stud,775,Reitz High School,SICTC Information Meeting at High School,Engineering/Architectural Design Technology,
11/18/2023 9:53:35,student776@gmail.com,student,stud,776,Boonville High School,"Informational posters, Facebook, Instagram, SICTC Website, SICTC Alumni",Electrical Technology,
11/18/2023 9:53:38,student777@gmail.com,student,stud,777,Boonville High School,"High school counselor, Friend and Family Member, SICTC Alumni","Communications, Culinary, Automotive service ",
11/18/2023 9:54:13,student778@gmail.com,student,stud,778,Harrison High School,"High school counselor, Informational posters, SICTC Website, SICTC Information Meeting at High School",Diesel Service Technology,
11/18/2023 9:54:29,student779@gmail.com,student,stud,779,Mt. Vernon High School,High school counselor,HVAC-R,
11/18/2023 9:54:34,student780@gmail.com,student,stud,780,Reitz High School,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Public Safety / Criminal Justice,
11/18/2023 9:54:49,student781@gmail.com,student,stud,781,Mt. Vernon High School,High school counselor,Culinary Arts,
11/18/2023 9:54:54,student782@gmail.com,student,stud,782,Bosse High School,SICTC Information Meeting at High School,car ,
11/18/2023 9:55:04,student783@gmail.com,student,stud,783,Princeton High School,High school counselor,Graphic/Digital Communication ,
11/18/2023 9:55:05,student784@gmail.com,student,stud,784,Castle High School,"High school counselor, Informational posters, Facebook, Instagram, SICTC Website, Friend and Family Member, Current SITCTC Student",Diesel Service Technology,
11/18/2023 9:55:22,student785@gmail.com,student,stud,785,Harrison High School,"High school counselor, Informational posters, SICTC Information Meeting at High School",Health Science Education,
11/18/2023 9:55:25,student786@gmail.com,student,stud,786,North High School,SICTC Information Meeting at High School,Electrical Technology,
11/18/2023 9:55:29,student787@gmail.com,student,stud,787,Home School,Friend and Family Member,Automotive ,
11/18/2023 9:55:31,student788@gmail.com,student,stud,788,North Posey High School,High school counselor,Welding Technology,
11/18/2023 9:55:38,student789@gmail.com,student,stud,789,Other,Friend and Family Member,Broadcasting criminal justice ,
11/18/2023 9:55:43,student790@gmail.com,student,stud,790,Castle High School,High school counselor,Welding Technology,
11/18/2023 9:56:06,student791@gmail.com,student,stud,791,Boonville High School,"High school counselor, Informational posters, Facebook, Instagram, SICTC Website, Friend and Family Member",Engineering,
11/18/2023 9:56:19,student792@gmail.com,student,stud,792,Reitz High School,"High school counselor, SICTC Information Meeting at High School",Computer science ,
11/18/2023 9:56:48,student793@gmail.com,student,stud,793,Other,Friend and Family Member,Health Science,
11/18/2023 9:57:02,student794@gmail.com,student,stud,794,South Spencer,Facebook,"Welding,automotive ",
11/18/2023 9:57:02,student795@gmail.com,student,stud,795,Castle High School,High school counselor,Architectural and Engineering Design ,
11/18/2023 9:57:08,student796@gmail.com,student,stud,796,Reitz High School,"High school counselor, Friend and Family Member",Vet or health sciences ,
11/18/2023 9:57:16,student797@gmail.com,student,stud,797,Reitz High School,High school counselor,Automotive service ,
11/18/2023 9:57:24,student798@gmail.com,student,stud,798,North High School,"Friend and Family Member, SICTC Alumni, SICTC Information Meeting at High School",Health Occupations and veterinary science,
11/18/2023 9:57:27,student799@gmail.com,student,stud,799,Central High School,"High school counselor, Informational posters, Friend and Family Member, Current SITCTC Student","HVAC-R, Automotive technology, Diesel technology ",
11/18/2023 9:57:30,student800@gmail.com,student,stud,800,Princeton High School,High school counselor,excercise science ,
11/18/2023 9:57:30,student801@gmail.com,student,stud,801,Princeton High School,"High school counselor, SICTC Information Meeting at High School","welding, machining, automotive ",
11/18/2023 9:58:00,student802@gmail.com,student,stud,802,Bosse High School,"High school counselor, SICTC Information Meeting at High School",Culinary arts and health science: pre professional ,
11/18/2023 9:58:16,student803@gmail.com,student,stud,803,Castle High School,High school counselor,Engineering/Architectural Design Technology,
11/18/2023 9:58:17,student804@gmail.com,student,stud,804,South Spencer,High school counselor,Electrical Technology,
11/18/2023 9:58:30,student805@gmail.com,student,stud,805,Mt. Vernon High School,High school counselor,Building Construction Technology,
11/18/2023 9:58:36,student806@gmail.com,student,stud,806,North High School,"High school counselor, SICTC Website",Welding,
11/18/2023 9:58:38,student807@gmail.com,student,stud,807,Castle High School,"High school counselor, Informational posters, SICTC Website",Engineering/Architectural Design Technology,
11/18/2023 9:58:57,student808@gmail.com,student,stud,808,Gibson Southern High School,High school counselor,Welding Automobile,
11/18/2023 9:58:57,student809@gmail.com,student,stud,809,Princeton High School,"SICTC Website, Friend and Family Member",Culinary Arts,
11/18/2023 9:58:58,student810@gmail.com,student,stud,810,Boonville High School,"High school counselor, Current SITCTC Student",Culinary Arts,
11/18/2023 9:59:09,student811@gmail.com,student,stud,811,Reitz High School,"High school counselor, Facebook, Friend and Family Member",Health sciences- pre professional ,
11/18/2023 9:59:17,student812@gmail.com,student,stud,812,Reitz High School,High school counselor,Diesel Service Technology,
11/18/2023 9:59:19,student813@gmail.com,student,stud,813,Reitz High School,"High school counselor, SICTC Information Meeting at High School",Computer Science/Software Development,
11/18/2023 9:59:40,student814@gmail.com,student,stud,814,Central High School,"High school counselor, Informational posters, Friend and Family Member, Current SITCTC Student",Diesel Service Technology,
11/18/2023 10:00:37,student815@gmail.com,student,stud,815,North High School,"Friend and Family Member, SICTC Alumni, SICTC Information Meeting at High School",Health Science Education,
11/18/2023 10:00:35,student816@gmail.com,student,stud,816,Wood Memorial High School,SICTC Information Meeting at High School,Veterinary Sciences,
11/18/2023 10:01:12,student817@gmail.com,student,stud,817,Reitz High School,"High school counselor, SICTC Information Meeting at High School",Architecture and Engineering ,
11/18/2023 10:02:21,student818@gmail.com,student,stud,818,Reitz High School,"High school counselor, Informational posters, Facebook, Friend and Family Member",Health Science education pre professional ,
11/18/2023 10:02:24,student819@gmail.com,student,stud,819,New Tech Institute,SICTC Information Meeting at High School,Media Broadcasting/Graphic Communications,
11/18/2023 10:02:32,student820@gmail.com,student,stud,820,North High School,Friend and Family Member,Computer Science/Software Development,
11/18/2023 10:02:43,student821@gmail.com,student,stud,821,Home School,Friend and Family Member,Automotive ,
11/18/2023 10:02:55,student822@gmail.com,student,stud,822,Reitz High School,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Engineering/Architectural Design Technology,
11/18/2023 10:04:20,student823@gmail.com,student,stud,823,Castle High School,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School","Construction management, precision machining, automotive restoration ",
11/18/2023 10:04:36,student824@gmail.com,student,stud,824,North High School,High school counselor,Automotive,
11/18/2023 10:04:45,student825@gmail.com,student,stud,825,Castle High School,SICTC Information Meeting at High School,Health Sciences: Pre-Professional,
11/18/2023 10:04:48,student826@gmail.com,student,stud,826,Boonville High School,"Informational posters, SICTC Website, SICTC Information Meeting at High School",Electrical Technology,
11/18/2023 10:04:55,student827@gmail.com,student,stud,827,Tecumseh High School,Friend and Family Member,Criminal Justice ,
